,ItemId,PromptId,Score1,AnswerText
1209,3_6166,3,1,"Panda in China are similar to koalas in Australia because they favor one food such as the panda favoring and eating ""almost nothing"" but bamboo. They are both different from pythons because pythons will eat anything which can be proved when in a python swallowed an aligator. This moves pandas and koalas different from a python because they only eat one thing."
1129,3_6082,3,1,"Pandas in China are similar to koalas in Australia because they are both specialists, meaning they only survive off of  eating one thing, such as bamboo or eucalyptus leaves. However they differ from pythons because pythons are generalists, meaning that with ''the assistance of technology they can live anywhere from Florida to Antarctica to outer spaces.''"
1939,3_7000,3,1,Pandas in China eat almost nothing but bamboo while also Australia's koala bear eat eucalyptus leaves exclusively. This shows that each animal both eats one specific food exclusively and thats almost all they eat. These two animals are different from pythons where they eat anything they can find and that you'll even find them snaking their way up the Potomac proving that they eat anything they'll see.
891,3_5828,3,1,Panda's in China are similar to koala in Australia because they both are herbivores. Both pandas an koalas are also in the bear family. They are both different from pythons because pythons eat other animals raw and are carnivors. In paragraph 13 and 14 it explained how a python ate a alligator and in paragraph 21 it shows how pandas and koalas are similar.
845,3_5778,3,1,"Panda's in China are similar to koalas in Australia because they both only eat one type of food. It says ""panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively."" They differ from pythons because pythons eat a variety of different animals."
1902,3_6950,3,1,"Pandas in China are similar to koala in Australia because they are both harmless creatures that only feed on plants. They are both easy for humans to be around because they won't attack. But they are both different than pythons because there mammals while a python is a reptile. Also while they eat plants, pythons will eat different animals and will attack pretty much anything. Also said in the article that koalas and pandas are specialist while pythons are generalists."
2053,3_7185,3,1,"The pandas in China are similar because they only eat one type of food. Which is considered a plant but the python on the other hand can adapt to all climates and eat about anything. ""Who with the assistance of technology can live anywhere from Floridat to Antartica."
30,3_4948,3,1,"Pandas and koalas are similar because they both almost exclusively eat just one food, pandas eat bamboo, and koalas eat eucalyptus leaves. Both animals are different from the python because pythons can adapt to different food sources while pandas and koalas can not."
761,3_5692,3,1,"Pandas in China are similar to koalas in Australia because they both stick to one primary food. Unlike pythons, which can eat anything and everywhere. Also, pythons adapt better to different climates/surroundings."
284,3_5202,3,1,Pandas and koalas are similar because they both live in mild areas where its warm. They also eat one type of food. Pandas eat bamboo and koalas eat eucalyptus leaves.
846,3_5779,3,1,Pandas from China are similar to koalas in Australia because both animals basically eat one thing. A panda eats bamboo and a koala mostly eats eucalyptus leaves. Both animals only eat plant. But a python does not. A python has to eat other organisms based on its size. A panda and koalas are similar but a python has many differences.
